"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"CBW05583-438922","Jen's Crew June 18-July 18 ","44.53929","-118.45308","2015-06-27T07:16:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-519039","Tt Snorkel New Channel Units","46.23097","-117.71327","2014-08-19T09:07:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"CBW05583-045010","Warren Summit","45.28523","-115.83789","2015-07-10T08:30:00","Idaho","Idaho County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - South Fork Salmon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"CBW05583-055583","Warren Summit","45.26119","-115.82592","2015-09-19T09:34:00","Idaho","Idaho County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - South Fork Salmon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"MNM00001-000009","Lower Minam Hitch","45.37779","-117.65308","2014-08-28T09:54:00","Oregon","Wallowa County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Minam Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"AEM001-NewsomeCreek_Control","NPT Newsome Hitch","45.91437","-115.63089","2015-08-03T14:01:00","Idaho","Idaho County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Nez Perce Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/20","","ChampMonitoring.org"
"AEM001-Parke_Treatment","Ellensburg PFP sites","46.9448","-120.46591","2015-11-09T11:30:00","Washington","Kittitas County","Disturbance/Restoration, Fish, Landscape Form and Geomorphology, Other","BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"ENT00001-2C10","Colin Entiat AEM hitch","47.83752","-120.41694","2014-09-03T09:08:00","Washington","Chelan County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM003-PA3-Trt","Tucannon/Touchet","46.23717","-117.70219","2016-07-29T15:12:00","Washington","Columbia County","Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders)","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Cramer Fish Sciences","https://www.monitoringresources.org/Resources/Organization/Detail/31","","ChampMonitoring.org"
"CBW05583-183666","July","44.28772","-119.30485","2014-07-07T09:31:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-207711","Hitch 2","45.16557","-113.67971","2014-07-09T09:01:00","Idaho","Lemhi County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Lemhi Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"CBW05583-266521","hitch_all_Aug6toend_Methow","48.42492","-120.15778","2014-09-19T08:17:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-285498","CRITFC Grande Ronde","45.23656","-118.44312","2015-07-08T08:31:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"MNM00001-000081","Minam Sites","45.34479","-117.65312","2015-08-28T08:10:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Minam Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"Stky-P5-Ex3","ODFW Starkey Sites","45.28312","-118.6019","2017-07-17T11:04:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"ENT201301-3D Side","Hitch2_JE_July23toJuly30_Entiat","47.89149","-120.44823","2014-07-27T09:38:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"AEM001-Catherine_SouthernCross_Treatment","Colin Catherine Cr Hitch","45.16141","-117.7931","2014-08-25T11:13:00","Oregon","Union County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2009-06-17T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2009-06-18T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2011-11-02T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2012-06-28T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2008-07-01T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2009-06-17T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2009-06-18T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2009-06-19T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2010-10-27T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-2","Camp Creek","44.65916","-118.821584","2012-06-21T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
